date,open,high,close,low,volume,amount
2004-04-07,1124.251,1125.63,1117.44,1116.128,467449900,4104683825
2004-04-08,1117.117,1118.475,1112.839,1109.779,575873600,4997167504
2004-04-09,1113.72,1119.1480000000001,1088.157,1083.3319999999999,692196600,5577014949
2004-04-12,1082.4489999999998,1087.479,1080.08,1071.116,502117400,3920294084
2004-04-13,1081.053,1087.322,1072.726,1070.843,495885300,3738541002
2004-04-14,1072.1989999999998,1074.627,1065.682,1052.917,483803700,3806044083
2004-04-15,1066.18,1072.238,1055.889,1053.078,360120300,2762241150
2004-04-16,1056.795,1071.5510000000002,1071.228,1049.025,443763700,3409113103
2004-04-19,1072.499,1073.3980000000001,1054.738,1052.502,407868300,2964938216
2004-04-20,1053.437,1059.417,1052.244,1045.205,339388700,2559575773
2004-04-21,1053.377,1061.653,1043.5330000000001,1040.373,449280400,3406300979
2004-04-22,1042.47,1055.21,1050.757,1039.351,413564600,3094117948
2004-04-23,1048.233,1048.268,1034.4089999999999,1032.868,323634900,2428809078
2004-04-26,1034.0439999999999,1041.5910000000001,1038.999,1030.058,250798500,1895935759
2004-04-27,1040.915,1045.245,1031.2169999999999,1027.613,359931600,2718657863
2004-04-28,1028.458,1034.912,1029.806,1015.867,373342800,2926455856
2004-04-29,1028.585,1037.751,1016.513,1015.497,481146900,3833891295
2004-04-30,1017.6410000000001,1029.62,1025.954,1011.209,478189600,3631128478
2004-05-10,1028.4569999999999,1031.017,996.164,993.643,279728500,2017385657
2004-05-11,994.055,1006.166,1003.898,989.314,213318500,1583534920
2004-05-12,1004.796,1025.413,1025.02,1001.967,320194100,2256198839
2004-05-13,1026.6689999999999,1026.817,1020.998,1016.2489999999999,210518100,1611706388
2004-05-14,1020.9019999999999,1021.308,997.947,994.952,267589800,1859103878
2004-05-17,993.14,999.452,981.737,980.672,297570400,2112824131
2004-05-18,978.299,989.497,989.207,966.061,522288100,3990088878
2004-05-19,989.8660000000001,1001.8960000000001,988.922,981.1210000000001,385234400,2707214720
2004-05-20,988.9889999999999,1000.2739999999999,985.931,981.279,261329500,1916713817
2004-05-21,985.928,995.179,994.45,985.1360000000001,258370200,1798512030
2004-05-24,995.075,997.722,991.847,989.207,205245700,1540019063
2004-05-25,991.7739999999999,991.998,978.595,977.222,231180000,1642335890
2004-05-26,976.523,986.94,984.998,972.408,177462400,1280284170
2004-05-27,984.581,1006.686,1003.2860000000001,977.7280000000001,401493200,2728369357
2004-05-28,1003.931,1005.88,995.637,994.4119999999999,210253300,1485279799
2004-05-31,995.834,1003.76,1001.194,994.683,178767300,1243435743
2004-06-01,1000.2769999999999,1014.212,1014.174,999.332,290410200,2269399926
2004-06-02,1014.309,1014.7130000000001,1001.687,999.221,265661800,1929636378
2004-06-03,1000.998,1001.1360000000001,986.446,985.1039999999999,208833400,1542200333
2004-06-04,985.548,992.033,986.225,981.615,209080200,1490411261
2004-06-07,984.0360000000001,984.084,973.22,967.6389999999999,216327100,1456315548
2004-06-08,971.0269999999999,974.648,954.77,952.842,329036000,2191539097
2004-06-09,952.189,956.681,941.304,938.961,309236100,2182544126
2004-06-10,939.497,951.3480000000001,944.2539999999999,936.6410000000001,285158500,1976829929
2004-06-11,947.5,961.57,942.862,941.545,294890700,1948677757
2004-06-14,941.039,941.039,924.5939999999999,919.529,289100000,1871260637
2004-06-15,922.931,948.28,942.679,919.959,305725500,2012642986
2004-06-16,943.362,958.997,947.163,933.48,336261100,2174803698
2004-06-17,946.559,948.365,926.0360000000001,924.791,259071100,1730966541
2004-06-18,922.342,922.342,910.187,899.268,357202700,2423699639
2004-06-21,904.953,913.9119999999999,909.046,899.215,212560000,1377606469
2004-06-22,908.8560000000001,924.617,918.798,905.941,250321300,1619832423
2004-06-23,918.433,918.433,912.8530000000001,905.414,222728300,1390556925
2004-06-24,911.3639999999999,918.322,906.4169999999999,905.002,231160600,1452108249
2004-06-25,904.475,912.883,891.79,890.222,244864800,1529802288
2004-06-28,887.16,892.581,883.755,880.53,224605300,1344801499
2004-06-29,885.062,901.3889999999999,901.048,877.324,313965900,1837818791
2004-06-30,900.342,907.373,897.707,894.19,270063800,1597220086
2004-07-01,896.378,927.623,925.0010000000001,896.012,446007100,2891951000
2004-07-02,924.081,931.416,926.617,917.039,316089200,2032093065
2004-07-05,925.3689999999999,928.747,928.666,919.002,330734900,2111429211
2004-07-06,928.763,944.2869999999999,931.883,928.3860000000001,422602500,2620930339
2004-07-07,930.684,930.7389999999999,923.8639999999999,921.237,211908500,1355974934
2004-07-08,922.633,927.372,927.035,917.47,207932700,1223529965
2004-07-09,927.22,936.921,923.202,922.2760000000001,225625300,1465359315
2004-07-12,919.7860000000001,919.7860000000001,904.553,901.518,252834300,1611869365
2004-07-13,902.27,909.93,906.966,898.076,211886700,1347094435
2004-07-14,907.5169999999999,914.7080000000001,912.191,897.232,305008000,1875739815
2004-07-15,912.924,926.25,925.678,909.654,455494300,3066440290
2004-07-16,927.4019999999999,948.8480000000001,946.178,926.434,837148900,5033078400
2004-07-19,946.3389999999999,954.1619999999999,947.424,938.688,425124800,2691093108
2004-07-20,945.73,946.013,939.225,934.725,371586900,2443010167
2004-07-21,937.452,943.11,940.508,932.283,232650800,1564224863
2004-07-22,940.377,941.7560000000001,913.138,910.211,483267500,3174565344
2004-07-23,910.2080000000001,915.945,915.043,901.757,439159100,2693614747
2004-07-26,910.306,914.2439999999999,903.7510000000001,899.637,262617500,1605693313
2004-07-27,902.9019999999999,909.436,903.321,896.237,295693800,1838285179
2004-07-28,904.29,914.0419999999999,906.054,891.7230000000001,352455100,2092747447
2004-07-29,905.672,918.8580000000001,918.7919999999999,905.538,406601200,2257106083
2004-07-30,919.942,920.523,906.265,905.6289999999999,320130000,1906124568
2004-08-02,901.812,905.9019999999999,900.018,897.613,199649300,1368181415
2004-08-03,898.4889999999999,905.3,893.301,891.757,233314600,1636258738
2004-08-04,893.06,938.235,923.0189999999999,888.793,767183500,4394513358
2004-08-05,919.8389999999999,929.258,909.077,907.695,440387400,2575705867
2004-08-06,908.33,920.0239999999999,911.555,904.555,338974100,2125442885
2004-08-09,909.424,922.938,920.755,906.6569999999999,293667000,1762248719
2004-08-10,921.7,927.932,926.5369999999999,918.077,253730200,1594622269
2004-08-11,926.4810000000001,926.944,914.6060000000001,911.8610000000001,250601600,1450838920
2004-08-12,909.684,909.684,907.827,899.659,266177400,1539754250
2004-08-13,901.26,914.54,907.0010000000001,898.7330000000001,375542200,2447547129
2004-08-16,905.518,912.12,904.008,901.448,257884400,1591172636
2004-08-17,903.7810000000001,912.697,910.86,898.87,207908200,1355623357
2004-08-18,910.932,922.169,911.846,910.408,259399700,1827817754
2004-08-19,911.485,911.485,903.316,898.9860000000001,247848900,1588466127
2004-08-20,900.846,909.52,904.827,896.704,252475300,1585797144
2004-08-23,903.186,903.206,889.658,889.0319999999999,207358400,1388248799
2004-08-24,887.9060000000001,900.306,897.7669999999999,883.257,242367900,1407404484
2004-08-25,897.6460000000001,899.257,894.368,892.1439999999999,154501600,910583445
2004-08-26,893.454,895.653,892.0980000000001,886.427,153023000,971337060
2004-08-27,891.9860000000001,894.8919999999999,883.704,879.665,207971200,1246730322
2004-08-30,880.645,884.706,882.046,876.552,163911300,875080163
2004-08-31,896.86,908.205,895.783,888.3660000000001,291015200,1758483486
2004-09-01,894.623,894.623,880.5419999999999,879.395,202012400,1210200557
2004-09-02,878.63,882.63,881.567,867.0189999999999,315928800,1755491139
2004-09-03,882.081,884.155,879.4169999999999,875.375,159727100,888022574
2004-09-06,878.4010000000001,879.2689999999999,874.691,871.148,170044700,890875356
2004-09-07,874.1,878.8610000000001,877.773,869.872,159737900,873013689
2004-09-08,877.143,877.75,864.59,858.8589999999999,383409700,1650678497
2004-09-09,862.363,862.5369999999999,848.455,847.073,296052000,1563017827
2004-09-10,846.3789999999999,852.653,851.9689999999999,839.927,180097600,993716674
2004-09-13,850.225,850.225,834.1039999999999,833.0930000000001,186347600,1039460266
2004-09-14,838.548,864.6560000000001,860.097,838.548,396294700,2148503645
2004-09-15,862.572,905.625,892.7689999999999,859.893,852069200,4849469438
2004-09-16,899.898,909.9069999999999,903.403,893.3760000000001,651172300,3628404854
2004-09-17,905.569,932.817,932.315,901.654,987580600,5755648231
2004-09-20,939.422,965.2869999999999,965.1089999999999,938.455,1313429000,7945315642
2004-09-21,967.556,967.7819999999999,955.0010000000001,947.783,906859200,5622232888
2004-09-22,951.8430000000001,957.472,933.1010000000001,929.8489999999999,902149900,5655622840
2004-09-23,931.668,967.758,967.323,926.368,619782000,4001841745
2004-09-24,975.12,991.735,951.091,950.337,1363541200,9451564848
2004-09-27,964.018,971.3539999999999,946.137,940.372,638010400,3967508423
2004-09-28,948.184,954.0989999999999,947.773,937.304,433617200,2713172890
2004-09-29,948.51,950.993,936.462,934.951,388771700,2445125211
2004-09-30,936.38,938.691,924.355,920.539,431736800,2600394979
2004-10-08,922.799,936.2389999999999,936.008,904.9810000000001,473158300,3030504542
2004-10-11,936.4760000000001,938.6439999999999,923.217,920.6039999999999,630268100,4238534467
2004-10-12,920.779,921.422,902.7180000000001,900.191,510873200,3339712218
2004-10-13,901.2719999999999,909.132,901.97,894.673,425109300,3012747016
2004-10-14,902.47,903.4780000000001,876.818,874.701,497222700,3487964612
2004-10-15,873.7610000000001,884.778,879.7180000000001,867.299,400242300,2882171232
2004-10-18,880.2669999999999,887.643,882.663,869.0360000000001,255855200,1805715808
2004-10-19,885.375,901.294,884.929,882.8510000000001,345612200,2289001724
2004-10-20,884.5419999999999,884.5419999999999,879.385,867.5980000000001,334770700,2238481067
2004-10-21,879.664,885.561,864.307,861.612,605573100,4023164944
2004-10-22,864.3810000000001,881.187,878.74,858.6039999999999,522396300,3418105697
2004-10-25,886.053,893.107,865.653,864.421,593140200,3696518562
2004-10-26,864.428,875.956,875.855,851.452,581564900,3687137679
2004-10-27,876.9780000000001,885.105,884.85,866.556,745079300,4359400740
2004-10-28,885.4119999999999,892.7769999999999,882.9119999999999,879.472,592345300,3650357116
2004-10-29,867.574,881.243,870.79,860.683,615677100,3746724231
2004-11-01,869.171,875.432,862.827,862.42,389620900,2212848230
2004-11-02,861.96,865.188,862.2460000000001,853.3889999999999,350545400,2123590518
2004-11-03,864.3580000000001,879.056,877.53,862.05,421823600,2859490054
2004-11-04,877.7639999999999,885.6080000000001,860.814,858.1410000000001,464180800,2880399970
2004-11-05,864.711,870.064,862.2610000000001,857.456,302920400,1841079391
2004-11-08,860.63,866.145,864.34,853.309,199828900,1230129021
2004-11-09,864.887,871.2180000000001,864.565,860.275,178827500,1072761557
2004-11-10,867.1,904.2719999999999,897.765,860.957,858803600,4734148363
2004-11-11,900.345,914.36,894.112,893.299,850618300,5031483266
2004-11-12,893.172,902.9789999999999,898.166,890.35,445751500,2542837237
2004-11-15,900.663,909.548,906.985,899.625,397722800,2440231608
2004-11-16,908.4889999999999,911.0989999999999,906.7339999999999,901.11,361766800,2108219045
2004-11-17,906.303,906.88,896.105,892.926,281459600,1658436647
2004-11-18,894.317,901.222,900.816,893.4810000000001,256991700,1569540104
2004-11-19,902.4760000000001,907.573,906.9910000000001,898.242,337041600,2014624536
2004-11-22,907.051,910.053,905.841,901.674,346837500,2114586263
2004-11-23,905.79,905.79,893.285,892.6489999999999,324243500,2042679819
2004-11-24,893.3910000000001,902.688,889.118,888.2139999999999,368819100,2140211194
2004-11-25,889.429,893.8910000000001,890.7769999999999,883.686,349911100,1840650054
2004-11-26,890.378,893.4639999999999,889.0830000000001,888.206,213038200,1182153764
2004-11-29,887.762,889.2860000000001,879.258,877.9810000000001,231584900,1295307350
2004-11-30,878.3530000000001,882.5010000000001,879.308,875.8889999999999,209415500,1175614865
2004-12-01,880.072,881.773,875.3969999999999,874.655,190995700,1159091302
2004-12-02,874.8789999999999,875.047,871.125,865.1260000000001,301087100,1932301131
2004-12-03,870.57,878.27,871.558,869.571,233573600,1427372675
2004-12-06,872.279,877.898,874.998,865.962,182853900,1124055427
2004-12-07,875.436,878.186,868.2919999999999,867.735,216408700,1298700279
2004-12-08,874.602,878.4860000000001,868.904,867.071,203774400,1152966117
2004-12-09,869.007,890.5,878.716,861.821,568487800,2954707951
2004-12-10,877.155,881.445,868.427,867.7389999999999,298853300,1690101638
2004-12-13,864.3510000000001,867.7410000000001,865.762,859.003,227080100,1323523721
2004-12-14,865.383,870.077,862.056,860.3480000000001,256008400,1385973373
2004-12-15,862.262,872.115,867.6039999999999,854.8530000000001,394449100,2119208433
2004-12-16,867.3810000000001,875.7560000000001,866.998,861.172,341447500,1832529651
2004-12-17,865.515,866.041,857.2510000000001,855.632,236069200,1321624413
2004-12-20,853.0,853.16,845.678,842.72,279111900,1623449488
2004-12-21,847.352,855.08,845.382,842.6510000000001,264431000,1364565726
2004-12-22,848.165,865.171,865.077,842.322,529828400,2770593761
2004-12-23,865.317,865.317,850.7,850.0319999999999,235937600,1417125297
2004-12-24,848.574,856.4939999999999,851.775,848.081,245772600,1480691584
2004-12-27,851.7819999999999,859.0889999999999,848.194,846.015,316963500,1808642590
2004-12-28,849.421,852.655,848.63,843.625,289351200,1576055083
2004-12-29,847.8760000000001,854.331,843.7810000000001,842.2739999999999,360432900,1811252639
2004-12-30,842.3560000000001,848.1619999999999,843.529,837.205,358231500,1928677792
2004-12-31,846.1160000000001,850.85,842.7280000000001,841.701,297872000,1680221908
2005-01-04,836.988,836.988,827.071,824.008,403169700,2136408535
2005-01-05,825.707,836.428,831.428,822.966,302086300,1705649112
2005-01-06,831.9889999999999,833.07,822.4989999999999,820.335,275357400,1519686788
2005-01-07,822.669,832.95,823.6160000000001,819.44,306608600,1640665371
2005-01-10,823.7660000000001,833.65,832.9860000000001,820.9960000000001,247941100,1402314275
2005-01-11,833.209,839.686,837.8610000000001,831.383,245009800,1384285975
2005-01-12,837.357,837.805,837.2439999999999,831.183,163275100,913345079
2005-01-13,836.17,838.192,834.221,833.0989999999999,209669400,1050540719
2005-01-14,834.3539999999999,845.548,829.0419999999999,828.046,362708700,1655199286
2005-01-17,821.189,825.541,811.554,810.002,325221700,1694630703
2005-01-18,811.316,817.688,817.309,805.3739999999999,371926500,1756768049
2005-01-19,816.6439999999999,817.165,810.9889999999999,809.493,329754700,1465256090
2005-01-20,807.395,810.87,805.081,801.072,364939500,1794369342
2005-01-21,803.091,835.2360000000001,831.847,798.3539999999999,740780600,3793339735
2005-01-24,847.07,851.2439999999999,842.414,831.084,648612400,3443129365
2005-01-25,839.715,842.192,841.64,832.092,411928100,2248890591
2005-01-26,840.821,844.071,834.669,833.6419999999999,301807700,1677342219
2005-01-27,831.832,833.752,821.705,820.933,302954000,1531173879
2005-01-28,819.6560000000001,822.822,820.689,816.539,233991800,1189618540
2005-01-31,817.93,819.347,813.753,810.722,258840800,1331737139
2005-02-01,812.563,824.11,817.872,812.1519999999999,273230300,1465250787
2005-02-02,819.245,860.8789999999999,860.5039999999999,819.245,777403300,4262551034
2005-02-03,856.77,867.199,848.4860000000001,846.4069999999999,712029000,3920720189
2005-02-04,847.617,877.3910000000001,872.8839999999999,845.446,733155500,4193941398
2005-02-16,877.97,884.9860000000001,875.46,871.375,505684400,2827036330
2005-02-17,876.6360000000001,876.6360000000001,870.085,861.447,363484800,2082719031
2005-02-18,869.398,870.529,856.212,855.416,352132300,1919298220
2005-02-21,856.954,874.096,874.0210000000001,856.954,432910000,2395829415
2005-02-22,874.946,889.982,887.07,870.586,667449000,3748027747
2005-02-23,886.668,886.668,877.914,872.561,745959300,4155038972
2005-02-24,875.7260000000001,878.14,877.345,870.04,547588900,3099816301
2005-02-25,878.216,888.791,878.503,877.0980000000001,654335800,3923305702
2005-02-28,878.553,878.6569999999999,868.8860000000001,864.65,484748700,2822666898
2005-03-01,868.367,871.421,866.258,863.492,317994800,1886264154
2005-03-02,866.078,875.069,855.8789999999999,855.283,595192200,3591714424
2005-03-03,854.789,863.1,861.688,851.434,333921400,1823063553
2005-03-04,862.112,866.58,859.4889999999999,858.132,298302300,1788447913
2005-03-07,859.659,865.529,863.704,859.5169999999999,279701300,1693090958
2005-03-08,867.834,876.878,876.3439999999999,863.596,525746400,3158969746
2005-03-09,878.3580000000001,880.4939999999999,869.403,867.065,697399300,3872790925
2005-03-10,869.0239999999999,869.0989999999999,851.5310000000001,850.038,559164300,2948232889
2005-03-11,850.9069999999999,857.2710000000001,853.898,847.811,466169500,2669410222
2005-03-14,853.355,865.822,857.6139999999999,844.176,553753400,3548545136
2005-03-15,857.337,857.625,840.955,839.446,466762400,2752373557
2005-03-16,839.6010000000001,840.592,832.823,829.3989999999999,390439600,2322844904
2005-03-17,833.711,835.686,826.683,826.1569999999999,348309600,2038527363
2005-03-18,826.057,830.198,821.028,818.8,340296700,1958062392
2005-03-21,820.421,825.855,823.1289999999999,818.27,271083200,1452285477
2005-03-22,822.6089999999999,823.225,808.1039999999999,805.505,421296500,2181712034
2005-03-23,806.404,812.283,801.9810000000001,798.005,403377700,2284393000
2005-03-24,800.805,808.873,808.18,795.84,368011400,2103397032
2005-03-25,807.654,810.452,806.425,802.61,274121100,1407812741
2005-03-28,805.41,805.905,805.556,795.4630000000001,219963600,1257124870
2005-03-29,805.477,812.33,802.7389999999999,802.13,279148800,1578168399
2005-03-30,800.961,800.961,790.58,790.192,338953000,1859165192
2005-03-31,788.0060000000001,795.7919999999999,795.6669999999999,783.982,329989200,1708517954
2005-04-01,794.95,834.557,822.91,791.097,720138300,3846584065
2005-04-04,814.585,818.799,808.591,805.846,458191000,2565520008
2005-04-05,806.5089999999999,813.883,801.885,800.0889999999999,402217600,2280359972
2005-04-06,800.8910000000001,820.8589999999999,816.8789999999999,796.365,541760000,3158757925
2005-04-07,819.034,840.3710000000001,824.6089999999999,815.216,819426600,4802386564
2005-04-08,824.321,838.508,838.056,818.9019999999999,485474000,2901295463
2005-04-11,838.29,841.643,830.908,827.799,549510500,3185414623
2005-04-12,828.413,830.278,818.467,817.8889999999999,321368800,1780077799
2005-04-13,826.9069999999999,842.477,835.628,826.9069999999999,573497400,3142352562
2005-04-14,840.2410000000001,841.171,826.005,825.38,463111100,2517325210
2005-04-15,822.127,822.127,817.0939999999999,814.9760000000001,365698200,2112808199
2005-04-18,814.551,815.472,806.3889999999999,803.2339999999999,361839500,2095877353
2005-04-19,805.523,811.066,809.3610000000001,802.5889999999999,360909200,2113496998
2005-04-20,808.6210000000001,808.6210000000001,798.5169999999999,793.9019999999999,291189400,1567213790
2005-04-21,796.117,803.413,793.445,790.1039999999999,372009400,2049040846
2005-04-22,792.201,800.164,794.819,791.6360000000001,372183300,2098667955
2005-04-25,792.944,794.457,790.7489999999999,783.5980000000001,402640700,1975297910
2005-04-26,789.887,797.697,792.303,784.932,381002500,1954558773
2005-04-27,790.471,791.2239999999999,782.432,781.946,412660400,2187345876
2005-04-28,779.699,797.743,793.878,773.383,535077500,2886503387
2005-04-29,793.452,798.212,789.732,786.3919999999999,410954500,2238532620
2005-05-09,790.825,795.092,775.321,775.321,303214000,1590645280
2005-05-10,772.6089999999999,780.078,779.0989999999999,764.8480000000001,422389300,2392585440
2005-05-11,778.275,782.2139999999999,771.586,770.085,310529900,1690750284
2005-05-12,770.818,771.573,753.875,753.573,428574900,2481779328
2005-05-13,752.323,768.403,757.304,749.8380000000001,481831000,2343460972
2005-05-16,754.779,756.622,747.8710000000001,742.409,326200500,1722534602
2005-05-17,745.846,757.878,750.711,741.83,315759600,1513152159
2005-05-18,751.56,760.535,752.6619999999999,743.895,294306400,1651839058
2005-05-19,752.9810000000001,757.737,754.785,742.7810000000001,347507500,1664489408
2005-05-20,754.165,760.0160000000001,753.071,749.711,295633100,1410323550
2005-05-23,749.827,749.827,737.7410000000001,736.4689999999999,260215000,1268098676
2005-05-24,734.533,740.2330000000001,737.35,726.2739999999999,387022600,1786858175
2005-05-25,737.1210000000001,744.515,737.538,731.725,250711500,1217550315
2005-05-26,737.0980000000001,741.355,728.697,727.238,235486700,1137997125
2005-05-27,726.94,736.159,724.5219999999999,723.321,333722700,1624355385
2005-05-30,723.1039999999999,731.8589999999999,729.067,717.823,250843900,1183167255
2005-05-31,729.887,737.944,730.997,728.448,292055900,1367840958
2005-06-01,730.1210000000001,735.559,719.025,717.68,299951200,1469356808
2005-06-02,716.797,718.507,701.373,697.015,425631000,2100347020
2005-06-03,699.419,706.8789999999999,700.434,693.553,334160700,1618448883
2005-06-06,699.2660000000001,717.283,717.2130000000001,693.528,356022100,1666013658
2005-06-07,718.3969999999999,731.7489999999999,713.62,712.135,467138400,2291755842
2005-06-08,729.805,775.0010000000001,772.1339999999999,720.3969999999999,1424482500,7039428484
2005-06-09,774.301,790.3910000000001,778.577,762.372,1448081300,7174503169
2005-06-10,777.98,777.98,766.663,761.977,1009550700,5267284016
2005-06-13,762.0010000000001,765.596,759.9169999999999,747.419,675693900,3304680389
2005-06-14,761.982,772.8580000000001,754.548,753.852,625742200,3217174393
2005-06-15,752.296,754.4630000000001,745.216,743.55,472439400,2490159628
2005-06-16,745.202,757.872,757.3919999999999,742.96,508383600,2795728477
2005-06-17,761.0930000000001,765.334,762.178,756.189,639626100,3399416239
2005-06-20,764.102,781.812,780.291,759.3380000000001,804594300,3592672006
2005-06-21,779.887,779.887,770.295,769.307,461727100,2068236181
2005-06-22,768.0169999999999,774.528,774.15,766.0269999999999,402290400,1884644597
2005-06-23,773.584,776.209,768.331,767.7460000000001,317339800,1525477706
2005-06-24,766.5980000000001,772.704,772.319,764.424,381535000,1700632995
2005-06-27,776.596,786.482,782.382,776.596,607254700,2855106902
2005-06-28,779.685,779.685,775.6339999999999,773.383,360953000,1573392598
2005-06-29,782.567,782.8789999999999,772.02,771.423,525068000,2508147349
2005-06-30,770.961,770.961,758.717,755.8860000000001,429535100,1894108359
2005-07-01,756.24,756.24,748.046,746.743,328197700,1652947994
2005-07-04,744.2860000000001,747.6669999999999,747.086,738.315,295202800,1292418605
2005-07-05,743.722,745.9830000000001,741.205,736.237,380680400,2319025347
2005-07-06,742.138,744.075,734.768,732.471,285762500,1531219284
2005-07-07,733.8710000000001,739.2080000000001,735.554,731.648,244490700,1122976414
2005-07-08,733.929,733.929,727.556,725.3710000000001,262778600,1283627553
2005-07-11,734.7189999999999,744.93,726.905,725.58,329788800,1566829120
2005-07-12,724.164,756.252,753.06,721.8539999999999,726452000,3661268958
2005-07-13,751.8889999999999,754.0980000000001,748.55,745.8439999999999,396495200,1998032032
2005-07-14,746.671,759.27,753.6389999999999,745.073,419549600,2139333848
2005-07-15,752.865,757.788,748.5189999999999,744.927,333882800,1618061653
2005-07-18,746.768,750.755,746.921,743.132,293764700,1361770598
2005-07-19,745.291,752.1439999999999,747.485,743.5360000000001,315655100,1507667753
2005-07-20,747.585,755.664,753.546,744.988,390002700,1821115017
2005-07-21,753.448,757.38,756.9810000000001,750.74,357412000,1853936105
2005-07-22,761.123,774.805,768.7239999999999,756.326,1002735200,4799998170
2005-07-25,767.302,770.329,764.6469999999999,764.159,406598200,2123323104
2005-07-26,764.5980000000001,785.2389999999999,780.753,764.5980000000001,998226000,4586133637
